paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence
pmid-26314804,26314804,Identification of the interaction of VP1 with GM130 which may implicate in the pathogenesis of CVB3-induced acute pancreatitis.,background,ptm_degradation,incidental,incidental,"have been considered include direct viral cytopathic effects and host immune mediated tissue damage. We postulated that interactions between viral proteins and host proteins may contribute to the progress of pancreatitis during the early phase of viral infection, before the host’s adaptive immune response would be likely to produce any damage. To identify potential human proteins that interact with CVB3 proteins, we performed a y",The VP1 protein of CVB3 interacts with GM130,tighten_query,medium
pmid-26287230,26287230,The Virus-Host Interplay: Biogenesis of +RNA Replication Complexes.,indirect,localization_retention,pathway_or_context,supporting,"latforms for replication and assembly of new virions. The biogenesis of these replication compartments is a complex interplay of interactions between virus and host proteins. Although considerable progress has been made in identifying host proteins that interact with virus-encoded proteins, much remains to be learned regarding the significance of these interactions. Despite morphological differences in the replication complexes f",1. Introduction,reviewer_calibration,medium
pmid-26284498,26284498,A molecular tweezer antagonizes seminal amyloids and HIV infection.,direct,localization_retention,direct_target,central,"an de Wijgert and Shattock, 2007). We have suggested that future microbicide endeavors should focus on agents that simultaneously and safely target HIV and the host factors that are exploited by the virus to facilitate its transmission (Castellano and Shorter, 2012; Zirafi et al., 2014; Roan and Münch, 2015). Here, we report that CLR01, a lysine- and arginine-specific molecular tweezer (Fokkens et al., 2005), not only counteract",Discussion,none,medium
pmid-26276314,26276314,Antisense-mediated affinity purification of dengue virus ribonucleoprotein complexes from infected cells.,direct,localization_retention,direct_target,central,"to promote one or more phases of the viral life-cycle. For example, several well-characterized RBPs have been shown to interact with viral RNA and mediate the translation and/or synthesis of viral RNA genomes [6–12]. Therefore, the identification of novel interactions between viral RNA and host RBPs can provide insight into the molecular mechanisms of virus replication. Until recently, the identification of interactions betwe",1. Introduction,none,high
pmid-26263384,26263384,KSHV MicroRNAs Repress Tropomyosin 1 and Increase Anchorage-Independent Growth and Endothelial Tube Formation.,direct,interaction_cofactor,direct_target,central,"ar weight (LMW) TPM (MW<30kDa) and the high molecular weight (HMW) TPM (MW>30KDa). All TPM isoforms (22 cloned isoforms in humans) are generated by alternative splicing of four distinct genes (TPM1 to 4) [18]. The TPM1 gene has two alternative promoters, two pairs of mutually exclusive exons and three polyadenylation sites. Consequently, the TPM1 gene potentially encodes 18 splice variants, 12 HMW isoforms and 6 LMW isoforms",Introduction,none,high
pmid-26258523,26258523,NMR and MD Studies Reveal That the Isolated Dengue NS3 Protease Is an Intrinsically Disordered Chymotrypsin Fold Which Absolutely Requests NS2B for Correct Folding and Functional Dynamics.,direct,localization_retention,direct_target,central,"DENV genome is composed of an 11-kb single-stranded positive sense RNA. Upon infection, the RNA genome is translated into a large polyprotein by the host-cell translation machinery, that is subsequently processed into 10 proteins, including three structural proteins (capsid, membrane, and envelope) and seven nonstructural proteins (NS1, NS2A/B, NS3, NS4A/B, and NS5). The structural proteins form the viral particle while the no",Introduction,none,medium
pmid-26247928,26247928,Mosquitocidal and Oviposition Repellent Activities of the Extracts of Seaweed Bryopsis pennata on Aedes aegypti and Aedes albopictus.,background,localization_retention,incidental,incidental,"xic effect of this seaweed against non-target organism-nauplii of the brine shrimp Artemia salina, and characterized the seaweed by using liquid chromatography-mass spectrometry (LC-MS).",1. Introduction,tighten_query,medium
pmid-26217718,26217718,A signature for immune response correlates with HCV treatment outcome in Caucasian subjects.,direct,expression_marker,direct_target,central,QTRAP 5500Data formatAnalyzedExperimental factorsSamples were depleted of abundant proteins and digested with trypsinExperimental featuresLiquid chromatography–mass spectrometry and multiple reaction monitoring analyses of plasma samples collected from subjects with HCV prior to treatmentData source locationClinical sites in United States and EuropeData accessibilityAll publicly released data is within this article,Specifications table,none,high
pmid-26215564,26215564,HIV-1 Vpu utilizes both cullin-RING ligase (CRL) dependent and independent mechanisms to downmodulate host proteins.,direct,ptm_degradation,direct_target,central,"Cullin-RING ligases (CRLs) constitute an important group of ubiquitin ligases and play a prominent role in the efficient regulation of protein turnover and homeostasis [1]. In particular, a recurring theme among viruses from distant families is their common ability to usurp CRL complexes with the aim of evading host control mec",Background,none,medium
pmid-26212323,26212323,Quantitative Proteomics Identifies Serum Response Factor Binding Protein 1 as a Host Factor for Hepatitis C Virus Entry.,direct,localization_retention,direct_target,central,"ors, however, lack signaling domains. Consequently, these receptors must initiate the virus uptake program through ligand-dependent interaction with additional host proteins. In this study, we focus on the entry mechanism of hepatitis C virus (HCV), an enveloped RNA virus infecting 160 million individuals worldwide (Gravitz, 2011, Lavanchy, 2011). Hepatitis C is a slowly progressing disease, which can cause liver fibrosis, cirrh",Introduction,none,high
pmid-26205405,26205405,Exosomes: Implications in HIV-1 Pathogenesis.,direct,ptm_degradation,direct_target,central,"ts, or the plasma membrane [24,38] and are devoid of serum proteins and protein components of intracellular compartments, including, the endoplasmic-reticulum, Golgi-apparatus, mitochondria, or nucleus. Depending on the origin, exosomes generated by different cell types contain varying levels of endosome-associated proteins, such as Rab GTPase, SNAREs, Annexins, flotillin, and Tsg101 [39]. Also enriched in exosomes are te",2. Exosomes: Secreted Vesicles Loaded with Various Cargos,none,high
pmid-26185986,26185986,AAM-B Interacts with Nonstructural 4B and Regulates Hepatitis C Virus Propagation.,direct,localization_retention,direct_target,central,"ini located in the cytoplasm. NS4B induces the formation of the membranous web with specific single membrane vesicles. NS4B functions as a scaffold for the HCV replication complex [6–8]. Cellular lipid plays a crucial role in the HCV life cycle contributing to assembly, release, and infectivity of HCV [9]. Lipid droplet (LD), organelle that stores neutral lipids, is essential for the production of HCV particles [10]. The surface of LD",Introduction,none,high
pmid-26181333,26181333,Lv4 Is a Capsid-Specific Antiviral Activity in Human Blood Cells That Restricts Viruses of the SIVMAC/SIVSM/HIV-2 Lineage Prior to Integration.,direct,ptm_degradation,direct_target,central,"y uncommon. Primate lentiviral sequences can be grouped into clades that are specific for a given host species [2]. Species crossovers are prevented in part by innate immune mechanisms, of which restriction by intracellular proteins is an important component. Proteins of the TRIM (Tripartite Motif) family can disrupt retroviral replication in a species-dependent manner [16–18]. TRIM proteins displaying anti-retroviral activity ar",Introduction,none,medium
pmid-26178009,26178009,Reactivation of latent HIV-1 provirus via targeting protein phosphatase-1.,direct,localization_retention,direct_target,central,"ced CDK9 phosphorylation at Ser90 and Thr186 residues, but had no effect on CDK9 Ser175 residue phosphorylation as determined with phospho-specific antibodies. Proteomic analysis showed that SMAPP1 increased expression of P-TEFb and PP1-related proteins including a PP1-regulatory subunit, Sds22, which was confirmed by immunoblotting analysis. In silico molecular docking of SMAPP1 showed its preferable interaction with PP1 via",Background,none,high
pmid-26172439,26172439,Vpu Exploits the Cross-Talk between BST2 and the ILT7 Receptor to Suppress Anti-HIV-1 Responses by Plasmacytoid Dendritic Cells.,direct,localization_retention,direct_target,central,"nsors. Activation of TLR7/9 induces signaling events that ultimately lead to the stimulation of IFN genes through IRF7 and pro-inflammatory cytokines genes via NF-κB [1]. The role of pDCs during HIV infection appears to be complex [2]. pDCs are activated in HIV and SIV infection and are rapidly depleted from blood, coinciding with their redistribution to lymph nodes and mucosal tissues [3] where they are largely responsi",Introduction,none,medium
