paper_id,pmid,title,evidence_tier,evidence_type,directness,target_centrality,evidence_summary,supporting_text_locator,query_feedback_signal,review_confidence,retention_role
pmid-25349966,25349966,Mutant PIK3CA controls DUSP1-dependent ERK 1/2 activity to confer response to AKT target therapy.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;biomarker;response;relapse;pik3ca,tighten_query,medium,exclude
pmid-25277176,25277176,The structural basis for cancer treatment decisions.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: combinations;progression;epigenetic;resistance;response;relapse,tighten_query,medium,exclude
pmid-25137394,25137394,KRAS genotypic changes of circulating tumor cells during treatment of patients with metastatic colorectal cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: treatment failure;progression;resistance;biomarker;response;relapse,tighten_query,medium,exclude
pmid-25119929,25119929,Novel secondary somatic mutations in Ewing's sarcoma and desmoplastic small round cell tumors.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;resistance;response;pik3ca;mapk;mtor,tighten_query,medium,exclude
pmid-25056500,25056500,Association of phosphatase and tensin homolog low and phosphatidylinositol 3-kinase catalytic subunit alpha gene mutations on outcome in human epidermal growth factor receptor 2-positive metastatic breast cancer patients treated with first-line lapatinib plus paclitaxel or paclitaxel alone.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;clinical benefit;progression-free;combinations;progression;resistance,tighten_query,medium,exclude
pmid-25051360,25051360,Deregulation of the EGFR/PI3K/PTEN/Akt/mTORC1 pathway in breast cancer: possibilities for therapeutic intervention.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;response,none,high,direct_mechanistic
pmid-25002028,25002028,CDK 4/6 inhibitors sensitize PIK3CA mutant breast cancer to PI3K inhibitors.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-24714777,24714777,Targetable signaling pathway mutations are associated with malignant phenotype in IDH-mutant gliomas.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;progression-free;combinations;progression;epigenetic;metabolic,tighten_query,medium,exclude
pmid-24676216,24676216,Changes in colorectal carcinoma genomes under anti-EGFR therapy identified by whole-genome plasma DNA sequencing.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;epigenetic;resistance;response;pik3ca;ctdna,tighten_query,medium,exclude
pmid-24520381,24520381,Targeted biomarker profiling of matched primary and metastatic estrogen receptor positive breast cancers.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;resistance;biomarker;response;pik3ca,tighten_query,medium,exclude
pmid-24467828,24467828,"PIK3CA mutations, phosphatase and tensin homolog, human epidermal growth factor receptor 2, and insulin-like growth factor 1 receptor and adjuvant tamoxifen resistance in postmenopausal breast cancer patients.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: resistance;biomarker;response;pik3ca;her2;mapk,tighten_query,medium,exclude
pmid-24451154,24451154,Direct inhibition of PI3K in combination with dual HER2 inhibitors is required for optimal antitumor activity in HER2+ breast cancer cells.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-25126449,25126449,The determinants of head and neck cancer: Unmasking the PI3K pathway mutations.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression;epigenetic;resistance;response;pik3ca;mapk,tighten_query,medium,exclude
pmid-24369725,24369725,Mechanisms of acquired resistance to EGFR-tyrosine kinase inhibitor in Korean patients with lung cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-24366379,24366379,Acquired PIK3CA amplification causes resistance to selective phosphoinositide 3-kinase inhibitors in breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-23708519,23708519,Caloric restriction augments radiation efficacy in breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;metabolic;response;immune;pik3ca,tighten_query,medium,exclude
pmid-23619167,23619167,Frequent mutation of the PI3K pathway in head and neck cancer defines predictive biomarkers.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: patient-derived;progression;pik3ca;mapk;mtor;pi3k,tighten_query,medium,exclude
pmid-23470965,23470965,Analysis of tumor specimens at the time of acquired resistance to EGFR-TKI therapy in 155 patients with EGFR-mutant lung cancers.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;resistance,none,high,direct_mechanistic
pmid-23470635,23470635,BRAF mutant gastrointestinal stromal tumor: first report of regression with BRAF inhibitor dabrafenib (GSK2118436) and whole exomic sequencing for analysis of acquired resistance.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;acquired resistance;progression-free survival;progression-free;resistance;response,none,high,direct_mechanistic
pmid-23384718,23384718,"A phase II study of temsirolimus and erlotinib in patients with recurrent and/or metastatic, platinum-refractory head and neck squamous cell carcinoma.",exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: progression-free survival;treatment failure;progression-free;progression;epigenetic;resistance,tighten_query,medium,exclude
pmid-23251002,23251002,Resistance to BRAF inhibition in BRAF-mutant colon cancer can be overcome with PI3K inhibition or demethylating agents.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: or combination;combinations;progression;epigenetic;resistance;response,tighten_query,medium,exclude
pmid-23092874,23092874,Frequent mutational activation of the PI3K-AKT pathway in trastuzumab-resistant breast cancer.,direct,run_declared_mechanism,direct_target,central,Paper contains direct full-text evidence tied to the run objective and declared evidence class.,full text: matched pik3ca;progression;resistance,none,high,direct_mechanistic
pmid-22932669,22932669,Biomarkers of response to Akt inhibitor MK-2206 in breast cancer.,exclude,off_scope_or_deferred_context,incidental,incidental,Full text does not provide enough primary objective evidence after applying run-specific exclusions.,matched exclusion/deferred terms: clinical benefit;progression;cell-cycle;resistance;biomarker;response,tighten_query,medium,exclude
